order_id,order_date,customer_id,partner_id,product_id,quantity,order_channel,priority,promised_sla_days,status,discount_pct,gross_amount,discount_amount,net_amount,cost_amount
O509963,2024-12-16,C100556,P1011,SKU2037,2,Mobile,Standard,3,Delivered,0.141,4946.5,697.46,4249.04,2563.12
O509964,2024-11-17,C100211,P1008,SKU2100,4,Marketplace,Standard,4,Delivered,0.162,12793.84,2072.6,10721.24,8787.4
O509965,2024-07-19,C100400,P1016,SKU2017,4,Marketplace,Standard,2,Delivered,0.001,12151.68,12.15,12139.53,7747.84
O509966,2024-09-16,C100010,P1012,SKU2089,1,Web,Standard,3,Delivered,0.212,2925.34,620.17,2305.17,2251.02
O509967,2024-11-06,C100196,P1018,SKU2012,5,B2B,Standard,5,Delivered,0.014,14174.85,198.45,13976.4,12429.8
O509968,2024-09-24,C100640,P1004,SKU2040,4,Marketplace,Express,5,In-Transit,0.218,6873.96,1498.52,5375.44,5744.76
O509969,2025-10-25,C100379,P1023,SKU2062,4,Mobile,Standard,4,Delivered,0.244,12300.72,3001.38,9299.34,5220.0
O509970,2025-01-21,C100507,P1009,SKU2015,4,Mobile,Standard,4,Delivered,0.226,10827.96,2447.12,8380.84,6631.04
O509971,2025-01-02,C100631,P1008,SKU2047,4,Mobile,Standard,7,In-Transit,0.136,15050.36,2046.85,13003.51,8413.72
O509972,2024-07-11,C100749,P1013,SKU2032,4,Marketplace,Standard,2,Delivered,0.192,12302.8,2362.14,9940.66,4374.52
O509973,2025-10-31,C100065,P1004,SKU2005,2,Mobile,Standard,1,Delivered,0.043,8360.66,359.51,8001.15,4487.98
O509974,2024-01-17,C100464,P1020,SKU2000,4,Marketplace,Standard,4,In-Transit,0.234,8504.64,1990.09,6514.55,5411.88
O509975,2025-02-06,C100795,P1006,SKU2017,5,Marketplace,Standard,3,Delivered,0.006,15189.6,91.14,15098.46,9684.8
O509976,2024-05-03,C100159,P1023,SKU2089,4,Marketplace,Express,2,Delivered,0.138,11701.36,1614.79,10086.57,9004.08
O509977,2025-07-16,C100687,P1003,SKU2004,3,Web,Standard,7,Delivered,0.115,10959.75,1260.37,9699.38,6355.41
O509978,2024-10-03,C100464,P1021,SKU2060,4,Mobile,Standard,1,Delivered,0.199,16074.28,3198.78,12875.5,8195.84
O509979,2024-08-02,C100254,P1009,SKU2002,5,Web,Standard,5,Delivered,0.186,15977.0,2971.72,13005.28,9730.75
O509980,2024-02-12,C100626,P1015,SKU2025,4,Web,Standard,3,In-Transit,0.083,7517.04,623.91,6893.13,4592.52
O509981,2025-07-31,C100696,P1021,SKU2021,4,Mobile,Standard,3,Delivered,0.041,9041.08,370.68,8670.4,1159.24
O509982,2024-10-16,C100114,P1003,SKU2040,5,Mobile,Standard,3,Delivered,0.199,8592.45,1709.9,6882.55,7180.95
O509983,2024-07-12,C100545,P1008,SKU2089,2,Web,Standard,3,Cancelled,0.244,5850.68,1427.57,4423.11,4502.04
O509984,2025-09-09,C100749,P1023,SKU2050,2,Mobile,Express,2,Returned,0.024,2705.2,64.92,2640.28,932.9
O509985,2024-01-15,C100533,P1003,SKU2001,2,Web,Standard,4,Returned,0.183,7292.82,1334.59,5958.23,1641.44
O509986,2024-12-08,C100437,P1002,SKU2017,2,B2B,Express,3,Delivered,0.129,6075.84,783.78,5292.06,3873.92
O509987,2024-04-27,C100111,P1013,SKU2036,4,Mobile,Standard,3,Delivered,0.078,11424.32,891.1,10533.22,2722.24
O509988,2024-04-02,C100360,P1000,SKU2033,3,Web,Express,3,Delivered,0.004,3574.98,14.3,3560.68,2559.39
O509989,2024-01-16,C100724,P1024,SKU2067,5,Marketplace,Standard,3,Delivered,0.181,14373.65,2601.63,11772.02,11210.45
O509990,2024-05-16,C100639,P1022,SKU2042,4,Web,Standard,2,Delivered,0.033,13031.08,430.03,12601.05,8274.36
O509991,2025-11-23,C100360,P1004,SKU2089,4,Web,Standard,2,Delivered,0.213,11701.36,2492.39,9208.97,9004.08
O509992,2024-11-21,C100247,P1004,SKU2030,5,Mobile,Standard,5,Delivered,0.066,4710.5,310.89,4399.61,3561.7
O509993,2025-12-31,C100642,P1019,SKU2081,5,Web,Standard,4,Delivered,0.148,17417.45,2577.78,14839.67,1646.75
O509994,2024-07-14,C100774,P1013,SKU2012,1,Marketplace,Standard,2,Cancelled,0.071,2834.97,201.28,2633.69,2485.96
O509995,2025-07-11,C100239,P1020,SKU2118,5,B2B,Standard,2,Delivered,0.176,14380.15,2530.91,11849.24,7447.1
O509996,2024-03-06,C100648,P1024,SKU2118,5,Marketplace,Standard,3,Delivered,0.029,14380.15,417.02,13963.13,7447.1
O509997,2024-03-20,C100246,P1010,SKU2033,2,Mobile,Standard,4,In-Transit,0.086,2383.32,204.97,2178.35,1706.26
O509998,2024-01-12,C100661,P1006,SKU2028,2,Web,Standard,4,Delivered,0.127,5677.62,721.06,4956.56,2183.0
O509999,2025-10-19,C100771,P1015,SKU2000,3,Web,Standard,3,Delivered,0.146,6378.48,931.26,5447.22,4058.91
O510000,2025-05-05,C100530,P1015,SKU2117,5,Web,Standard,4,Delivered,0.145,6387.4,926.17,5461.23,4891.15
O510001,2025-06-27,C100397,P1010,SKU2004,4,B2B,Express,2,Delivered,0.02,14613.0,292.26,14320.74,8473.88
O510002,2025-11-08,C100251,P1007,SKU2000,3,Web,Standard,3,Returned,0.008,6378.48,51.03,6327.45,4058.91
O510003,2024-08-30,C100047,P1006,SKU2011,2,Web,Standard,2,Delivered,0.059,6051.92,357.06,5694.86,562.28
O510004,2025-06-12,C100041,P1013,SKU2035,5,Marketplace,Standard,3,Delivered,0.009,19452.6,175.07,19277.53,5367.35
O510005,2025-01-02,C100668,P1010,SKU2117,4,Mobile,Standard,3,Delivered,0.055,5109.92,281.05,4828.87,3912.92
O510006,2025-01-31,C100529,P1011,SKU2019,1,B2B,Express,4,In-Transit,0.015,3486.69,52.3,3434.39,1525.91
O510007,2025-04-28,C100181,P1002,SKU2068,2,B2B,Standard,2,In-Transit,0.132,1603.38,211.65,1391.73,1011.28
O510008,2024-12-09,C100441,P1022,SKU2078,5,Mobile,Standard,3,Delivered,0.026,11155.5,290.04,10865.46,6159.1
O510009,2024-01-18,C100703,P1017,SKU2095,4,B2B,Standard,3,Delivered,0.104,5289.28,550.09,4739.19,3522.36
O510010,2024-02-24,C100518,P1022,SKU2083,3,B2B,Standard,5,Delivered,0.192,9574.41,1838.29,7736.12,7114.08
O510011,2025-01-01,C100733,P1020,SKU2118,3,Marketplace,Express,2,Delivered,0.193,8628.09,1665.22,6962.87,4468.26
O510012,2025-02-20,C100094,P1015,SKU2079,1,B2B,Standard,5,Returned,0.141,3839.51,541.37,3298.14,2309.78
O510013,2025-06-19,C100058,P1007,SKU2101,5,Mobile,Express,7,Delivered,0.008,9982.4,79.86,9902.54,1921.75
O510014,2025-02-22,C100533,P1016,SKU2038,4,Web,Standard,4,Delivered,0.134,5143.6,689.24,4454.36,1687.64
O510015,2024-05-17,C100465,P1014,SKU2048,3,Marketplace,Express,4,Delivered,0.063,5955.9,375.22,5580.68,1194.45
O510016,2024-09-25,C100550,P1023,SKU2088,4,Web,Standard,5,Delivered,0.142,4836.8,686.83,4149.97,2062.44
O510017,2024-11-20,C100785,P1005,SKU2105,3,B2B,Express,5,In-Transit,0.227,10009.08,2272.06,7737.02,2331.99
O510018,2025-12-20,C100087,P1000,SKU2000,3,Mobile,Standard,2,Delivered,0.15,6378.48,956.77,5421.71,4058.91
O510019,2025-01-24,C100744,P1003,SKU2052,1,Mobile,Express,3,Delivered,0.235,2551.61,599.63,1951.98,1481.2
O510020,2025-04-09,C100048,P1004,SKU2096,3,Marketplace,Standard,3,Delivered,0.052,10278.69,534.49,9744.2,4967.64
O510021,2025-06-21,C100420,P1016,SKU2013,5,Mobile,Standard,3,Delivered,0.067,17171.6,1150.5,16021.1,9683.6
O510022,2024-09-21,C100665,P1003,SKU2042,1,Web,Standard,2,Delivered,0.037,3257.77,120.54,3137.23,2068.59
O510023,2025-12-06,C100544,P1003,SKU2065,3,Marketplace,Standard,7,In-Transit,0.02,2042.4,40.85,2001.55,1022.28
O510024,2025-05-08,C100178,P1009,SKU2009,5,Web,Standard,5,Delivered,0.003,11415.4,34.25,11381.15,4028.65
O510025,2025-09-12,C100483,P1019,SKU2109,3,Marketplace,Express,2,Delivered,0.232,8062.92,1870.6,6192.32,2986.53
O510026,2025-07-01,C100721,P1010,SKU2044,1,B2B,Standard,2,Delivered,0.113,4702.24,531.35,4170.89,2425.94
O510027,2025-03-30,C100162,P1006,SKU2094,5,Mobile,Standard,4,Returned,0.235,11600.55,2726.13,8874.42,8258.2
O510028,2024-01-23,C100749,P1007,SKU2051,1,Mobile,Express,3,Delivered,0.216,2387.02,515.6,1871.42,2054.66
O510029,2025-03-02,C100522,P1020,SKU2048,3,Web,Standard,3,Delivered,0.186,5955.9,1107.8,4848.1,1194.45
O510030,2024-04-04,C100069,P1010,SKU2115,1,Marketplace,Standard,5,Delivered,0.229,2666.14,610.55,2055.59,1358.07
O510031,2025-03-16,C100266,P1009,SKU2102,2,Mobile,Standard,7,Cancelled,0.066,4085.18,269.62,3815.56,1668.78
O510032,2025-05-27,C100689,P1019,SKU2061,2,Web,Standard,3,Delivered,0.214,1528.38,327.07,1201.31,430.88
O510033,2025-02-02,C100270,P1009,SKU2055,2,Marketplace,Express,4,In-Transit,0.17,7960.88,1353.35,6607.53,664.42
O510034,2024-08-13,C100757,P1008,SKU2093,5,Mobile,Standard,3,Delivered,0.15,2143.0,321.45,1821.55,724.7
O510035,2024-02-13,C100335,P1018,SKU2082,3,Marketplace,Standard,7,Delivered,0.155,8317.02,1289.14,7027.88,6982.8
O510036,2025-05-05,C100274,P1008,SKU2117,2,Mobile,Standard,3,Delivered,0.227,2554.96,579.98,1974.98,1956.46
O510037,2025-05-25,C100681,P1012,SKU2039,2,B2B,Standard,2,Delivered,0.232,2806.76,651.17,2155.59,1824.46
O510038,2024-12-15,C100628,P1016,SKU2013,3,Mobile,Standard,3,Delivered,0.044,10302.96,453.33,9849.63,5810.16
O510039,2025-06-07,C100190,P1005,SKU2023,2,Mobile,Express,3,Delivered,0.02,6905.12,138.1,6767.02,2129.46
O510040,2025-07-23,C100624,P1003,SKU2063,5,Web,Standard,3,Delivered,0.068,10127.25,688.65,9438.6,3417.35
O510041,2025-01-09,C100200,P1021,SKU2037,2,Marketplace,Standard,2,Returned,0.203,4946.5,1004.14,3942.36,2563.12
O510042,2024-02-04,C100716,P1007,SKU2097,4,Mobile,Express,4,In-Transit,0.024,4000.16,96.0,3904.16,1121.4
O510043,2025-09-28,C100005,P1008,SKU2105,3,Marketplace,Express,5,Delivered,0.165,10009.08,1651.5,8357.58,2331.99
O510044,2024-12-07,C100529,P1014,SKU2022,2,Marketplace,Standard,3,In-Transit,0.1,1855.56,185.56,1670.0,1452.02
O510045,2025-05-06,C100124,P1002,SKU2118,3,Marketplace,Standard,2,Returned,0.228,8628.09,1967.2,6660.89,4468.26
O510046,2025-10-27,C100541,P1001,SKU2075,1,Mobile,Standard,3,Delivered,0.205,4228.04,866.75,3361.29,2499.43
O510047,2024-09-22,C100782,P1010,SKU2031,3,Marketplace,Express,3,Delivered,0.127,10752.36,1365.55,9386.81,6719.01
O510048,2025-03-30,C100534,P1024,SKU2024,4,Marketplace,Express,2,Returned,0.095,10486.88,996.25,9490.63,616.08
O510049,2024-01-15,C100347,P1014,SKU2019,3,Marketplace,Standard,3,Delivered,0.209,10460.07,2186.15,8273.92,4577.73
O510050,2025-10-08,C100658,P1014,SKU2056,1,B2B,Express,4,Delivered,0.061,2500.07,152.5,2347.57,1431.46
O510051,2024-02-13,C100156,P1015,SKU2008,3,Web,Standard,7,Delivered,0.136,6731.88,915.54,5816.34,6077.04
O510052,2025-01-30,C100434,P1021,SKU2015,1,Mobile,Express,7,Delivered,0.233,2706.99,630.73,2076.26,1657.76
O510053,2024-09-14,C100772,P1020,SKU2090,2,Web,Express,3,Delivered,0.151,2361.34,356.56,2004.78,1341.2
O510054,2024-01-27,C100284,P1000,SKU2058,4,Marketplace,Standard,4,Delivered,0.233,3153.48,734.76,2418.72,776.72
O510055,2024-12-03,C100021,P1013,SKU2063,5,Mobile,Standard,4,Delivered,0.111,10127.25,1124.12,9003.13,3417.35
O510056,2025-11-14,C100353,P1013,SKU2038,5,Marketplace,Standard,5,Delivered,0.157,6429.5,1009.43,5420.07,2109.55
O510057,2024-05-01,C100387,P1005,SKU2066,3,Web,Standard,2,Delivered,0.235,8756.91,2057.87,6699.04,7037.34
O510058,2024-08-01,C100649,P1024,SKU2041,2,Mobile,Express,2,Delivered,0.184,5871.3,1080.32,4790.98,2125.7
O510059,2024-05-18,C100643,P1006,SKU2005,5,Web,Standard,3,Delivered,0.226,20901.65,4723.77,16177.88,11219.95
O510060,2024-04-01,C100272,P1020,SKU2068,2,Mobile,Express,3,Delivered,0.208,1603.38,333.5,1269.88,1011.28
O510061,2024-06-17,C100618,P1002,SKU2009,3,Mobile,Standard,5,Delivered,0.019,6849.24,130.14,6719.1,2417.19
O510062,2025-02-22,C100114,P1015,SKU2082,1,Mobile,Express,5,Cancelled,0.065,2772.34,180.2,2592.14,2327.6
O510063,2025-07-24,C100151,P1018,SKU2109,2,Mobile,Standard,3,Delivered,0.185,5375.28,994.43,4380.85,1991.02
O510064,2025-05-19,C100483,P1012,SKU2080,3,Marketplace,Standard,3,In-Transit,0.223,8351.61,1862.41,6489.2,795.03
O510065,2025-07-17,C100566,P1002,SKU2069,4,Web,Standard,3,Delivered,0.201,5163.96,1037.96,4126.0,3368.0
O510066,2025-06-07,C100645,P1003,SKU2115,5,Mobile,Standard,1,Delivered,0.078,13330.7,1039.79,12290.91,6790.35
O510067,2024-10-06,C100497,P1015,SKU2026,1,Mobile,Standard,3,Delivered,0.155,1268.71,196.65,1072.06,699.77
O510068,2025-10-20,C100102,P1021,SKU2092,3,Web,Express,2,Delivered,0.165,10065.84,1660.86,8404.98,643.59
O510069,2024-05-05,C100540,P1014,SKU2024,5,Marketplace,Express,2,Delivered,0.109,13108.6,1428.84,11679.76,770.1
O510070,2025-05-26,C100343,P1002,SKU2000,1,B2B,Standard,4,Returned,0.147,2126.16,312.55,1813.61,1352.97
O510071,2024-03-22,C100212,P1019,SKU2028,3,Web,Standard,3,In-Transit,0.246,8516.43,2095.04,6421.39,3274.5
O510072,2025-07-13,C100271,P1011,SKU2060,4,Web,Express,3,Delivered,0.136,16074.28,2186.1,13888.18,8195.84
O510073,2024-03-04,C100648,P1001,SKU2007,1,Marketplace,Standard,5,In-Transit,0.049,2383.17,116.78,2266.39,1928.85
O510074,2024-06-07,C100142,P1009,SKU2033,4,B2B,Standard,4,Delivered,0.126,4766.64,600.6,4166.04,3412.52
O510075,2024-10-13,C100447,P1005,SKU2005,3,Mobile,Standard,3,Delivered,0.044,12540.99,551.8,11989.19,6731.97
O510076,2025-05-22,C100066,P1024,SKU2029,4,Marketplace,Standard,4,Delivered,0.172,16095.0,2768.34,13326.66,8818.24
O510077,2024-02-03,C100580,P1022,SKU2086,4,Web,Standard,3,Delivered,0.225,7929.44,1784.12,6145.32,4634.0
O510078,2024-07-07,C100119,P1002,SKU2018,1,Web,Express,2,Cancelled,0.169,3382.42,571.63,2810.79,2008.1
O510079,2024-08-31,C100751,P1014,SKU2031,1,Web,Standard,7,Returned,0.219,3584.12,784.92,2799.2,2239.67
O510080,2025-06-18,C100705,P1000,SKU2016,2,Mobile,Express,5,Delivered,0.182,4961.52,903.0,4058.52,267.48
O510081,2025-12-03,C100684,P1011,SKU2046,2,Mobile,Standard,3,Returned,0.109,6187.94,674.49,5513.45,4841.2
O510082,2025-03-24,C100278,P1003,SKU2091,2,Mobile,Standard,2,Delivered,0.135,6922.38,934.52,5987.86,3555.84
O510083,2025-01-05,C100625,P1018,SKU2064,5,Web,Standard,3,Delivered,0.133,18417.2,2449.49,15967.71,8370.8
O510084,2024-09-02,C100107,P1001,SKU2024,4,Web,Standard,4,Delivered,0.098,10486.88,1027.71,9459.17,616.08
O510085,2025-08-24,C100231,P1022,SKU2038,2,Mobile,Express,3,In-Transit,0.023,2571.8,59.15,2512.65,843.82
O510086,2024-03-19,C100105,P1005,SKU2080,4,Mobile,Standard,2,Delivered,0.175,11135.48,1948.71,9186.77,1060.04
O510087,2024-04-04,C100043,P1006,SKU2057,1,Mobile,Express,3,Delivered,0.012,2956.54,35.48,2921.06,1816.55
O510088,2024-05-27,C100293,P1022,SKU2055,1,Mobile,Standard,5,In-Transit,0.051,3980.44,203.0,3777.44,332.21
O510089,2024-07-14,C100459,P1022,SKU2103,1,Mobile,Standard,3,Delivered,0.113,3957.24,447.17,3510.07,952.44
O510090,2024-12-03,C100689,P1002,SKU2098,3,Marketplace,Standard,5,Delivered,0.247,11180.49,2761.58,8418.91,7131.42
O510091,2025-11-22,C100027,P1002,SKU2029,4,Marketplace,Standard,3,Cancelled,0.077,16095.0,1239.32,14855.68,8818.24
O510092,2025-04-20,C100325,P1021,SKU2084,3,Web,Standard,3,Delivered,0.199,3878.67,771.86,3106.81,2463.18
O510093,2024-10-07,C100571,P1024,SKU2094,3,Marketplace,Express,5,Delivered,0.105,6960.33,730.83,6229.5,4954.92
O510094,2024-06-03,C100161,P1012,SKU2107,1,Mobile,Express,2,Returned,0.055,1952.38,107.38,1845.0,953.75
O510095,2025-04-18,C100589,P1004,SKU2031,4,Mobile,Standard,5,Delivered,0.007,14336.48,100.36,14236.12,8958.68
O510096,2024-07-04,C100456,P1003,SKU2087,3,Marketplace,Standard,3,Cancelled,0.022,8799.87,193.6,8606.27,3208.8
O510097,2025-12-14,C100450,P1006,SKU2022,5,B2B,Standard,1,Delivered,0.104,4638.9,482.45,4156.45,3630.05
O510098,2024-12-15,C100099,P1017,SKU2053,2,Web,Standard,4,Delivered,0.1,4849.64,484.96,4364.68,1390.9
O510099,2025-02-06,C100134,P1002,SKU2008,1,Web,Standard,3,Delivered,0.157,2243.96,352.3,1891.66,2025.68
O510100,2025-10-22,C100701,P1016,SKU2072,3,Marketplace,Standard,5,Delivered,0.016,4982.25,79.72,4902.53,3403.53
O510101,2024-08-11,C100700,P1020,SKU2082,1,Mobile,Standard,3,Delivered,0.071,2772.34,196.84,2575.5,2327.6
O510102,2024-12-10,C100362,P1003,SKU2053,1,Marketplace,Express,5,Delivered,0.006,2424.82,14.55,2410.27,695.45
O510103,2025-01-23,C100476,P1024,SKU2049,2,Mobile,Standard,1,Delivered,0.218,5118.82,1115.9,4002.92,2679.66
O510104,2024-07-17,C100433,P1024,SKU2029,4,B2B,Standard,3,Delivered,0.099,16095.0,1593.4,14501.6,8818.24
O510105,2024-02-09,C100411,P1007,SKU2092,3,Web,Standard,3,Delivered,0.146,10065.84,1469.61,8596.23,643.59
O510106,2024-07-26,C100569,P1002,SKU2109,5,B2B,Standard,5,Delivered,0.178,13438.2,2392.0,11046.2,4977.55
O510107,2024-03-23,C100454,P1008,SKU2015,1,Marketplace,Standard,5,Delivered,0.067,2706.99,181.37,2525.62,1657.76
O510108,2025-05-08,C100100,P1006,SKU2033,5,B2B,Standard,3,Delivered,0.034,5958.3,202.58,5755.72,4265.65
O510109,2024-01-06,C100066,P1006,SKU2072,3,Web,Express,3,Delivered,0.145,4982.25,722.43,4259.82,3403.53
O510110,2024-08-19,C100680,P1023,SKU2043,3,Mobile,Standard,3,Delivered,0.226,2364.12,534.29,1829.83,2036.91
O510111,2025-10-08,C100592,P1003,SKU2001,5,Web,Standard,4,Delivered,0.223,18232.05,4065.75,14166.3,4103.6
O510112,2025-02-19,C100158,P1007,SKU2002,3,Marketplace,Standard,1,Delivered,0.077,9586.2,738.14,8848.06,5838.45
O510113,2025-05-05,C100048,P1019,SKU2028,1,Web,Express,7,Returned,0.067,2838.81,190.2,2648.61,1091.5
O510114,2025-05-03,C100175,P1001,SKU2116,2,Mobile,Standard,4,Cancelled,0.088,5675.36,499.43,5175.93,3882.12
O510115,2024-08-06,C100462,P1001,SKU2073,5,Web,Express,3,Delivered,0.061,11643.35,710.24,10933.11,2164.55
O510116,2025-04-07,C100467,P1007,SKU2030,1,Marketplace,Standard,4,Delivered,0.241,942.1,227.05,715.05,712.34
O510117,2024-06-10,C100135,P1024,SKU2006,5,Marketplace,Standard,5,Delivered,0.009,19739.55,177.66,19561.89,5570.8
O510118,2025-04-09,C100140,P1020,SKU2090,4,Web,Express,3,Delivered,0.048,4722.68,226.69,4495.99,2682.4
O510119,2025-05-14,C100166,P1023,SKU2045,3,Mobile,Standard,2,Cancelled,0.007,11398.77,79.79,11318.98,5917.71
O510120,2025-10-02,C100354,P1021,SKU2047,2,Web,Standard,4,Delivered,0.213,7525.18,1602.86,5922.32,4206.86
O510121,2025-11-03,C100186,P1002,SKU2067,5,B2B,Standard,1,Delivered,0.118,14373.65,1696.09,12677.56,11210.45
O510122,2024-01-18,C100365,P1010,SKU2027,1,Marketplace,Standard,3,Delivered,0.057,1799.45,102.57,1696.88,1012.2
O510123,2024-08-06,C100011,P1013,SKU2087,4,Web,Express,2,Delivered,0.099,11733.16,1161.58,10571.58,4278.4
O510124,2025-02-03,C100748,P1004,SKU2037,2,Web,Standard,5,Delivered,0.027,4946.5,133.56,4812.94,2563.12
O510125,2024-08-23,C100713,P1024,SKU2084,2,Mobile,Standard,5,Delivered,0.027,2585.78,69.82,2515.96,1642.12
O510126,2025-03-28,C100270,P1015,SKU2062,1,Marketplace,Standard,5,Delivered,0.237,3075.18,728.82,2346.36,1305.0
O510127,2025-09-16,C100643,P1021,SKU2017,3,B2B,Express,2,Delivered,0.174,9113.76,1585.79,7527.97,5810.88
O510128,2024-07-07,C100428,P1006,SKU2074,1,Mobile,Express,2,Delivered,0.16,2032.15,325.14,1707.01,305.17
O510129,2025-10-15,C100025,P1017,SKU2009,1,Mobile,Standard,7,Delivered,0.118,2283.08,269.4,2013.68,805.73
O510130,2025-10-06,C100227,P1002,SKU2085,2,Web,Standard,4,Delivered,0.122,3470.24,423.37,3046.87,1840.3
O510131,2025-10-30,C100045,P1000,SKU2045,3,Web,Standard,3,In-Transit,0.193,11398.77,2199.96,9198.81,5917.71
O510132,2024-02-23,C100566,P1016,SKU2080,5,B2B,Express,4,Delivered,0.013,13919.35,180.95,13738.4,1325.05
O510133,2024-08-02,C100626,P1001,SKU2028,5,B2B,Standard,4,Delivered,0.167,14194.05,2370.41,11823.64,5457.5
O510134,2024-03-31,C100493,P1006,SKU2048,3,Mobile,Express,4,Delivered,0.138,5955.9,821.91,5133.99,1194.45
O510135,2024-03-28,C100005,P1019,SKU2036,3,Web,Standard,3,Delivered,0.077,8568.24,659.75,7908.49,2041.68
O510136,2024-02-08,C100188,P1012,SKU2030,4,Mobile,Standard,4,Delivered,0.054,3768.4,203.49,3564.91,2849.36
O510137,2024-11-17,C100375,P1009,SKU2041,2,Mobile,Standard,2,Delivered,0.215,5871.3,1262.33,4608.97,2125.7
O510138,2024-03-04,C100115,P1007,SKU2006,4,Marketplace,Standard,7,Delivered,0.233,15791.64,3679.45,12112.19,4456.64
O510139,2024-08-04,C100085,P1016,SKU2047,4,Mobile,Standard,5,Delivered,0.024,15050.36,361.21,14689.15,8413.72
O510140,2025-12-18,C100243,P1023,SKU2014,4,Mobile,Express,5,Delivered,0.042,13951.6,585.97,13365.63,1114.04
O510141,2025-10-08,C100473,P1018,SKU2062,5,Mobile,Express,3,Delivered,0.167,15375.9,2567.78,12808.12,6525.0
O510142,2025-11-16,C100070,P1008,SKU2010,2,Mobile,Standard,2,Delivered,0.194,8310.88,1612.31,6698.57,4653.28
O510143,2024-01-27,C100798,P1010,SKU2001,1,Mobile,Standard,4,Delivered,0.123,3646.41,448.51,3197.9,820.72
O510144,2025-04-28,C100367,P1002,SKU2052,3,Mobile,Standard,3,Delivered,0.232,7654.83,1775.92,5878.91,4443.6
O510145,2025-04-08,C100137,P1003,SKU2035,2,Mobile,Standard,2,Delivered,0.218,7781.04,1696.27,6084.77,2146.94
O510146,2024-04-07,C100016,P1006,SKU2105,1,Marketplace,Standard,5,In-Transit,0.032,3336.36,106.76,3229.6,777.33
O510147,2025-10-24,C100765,P1009,SKU2031,1,Web,Standard,2,Delivered,0.036,3584.12,129.03,3455.09,2239.67
O510148,2024-10-22,C100475,P1024,SKU2047,3,Web,Express,1,Delivered,0.021,11287.77,237.04,11050.73,6310.29
O510149,2025-12-14,C100692,P1021,SKU2028,5,Web,Standard,5,Delivered,0.219,14194.05,3108.5,11085.55,5457.5
O510150,2024-03-24,C100621,P1002,SKU2106,2,Marketplace,Standard,2,Delivered,0.139,565.72,78.64,487.08,397.1
O510151,2025-04-20,C100788,P1008,SKU2094,3,Web,Standard,5,Delivered,0.235,6960.33,1635.68,5324.65,4954.92
O510152,2024-04-05,C100711,P1001,SKU2020,1,Mobile,Standard,3,Returned,0.182,4281.68,779.27,3502.41,2149.31
O510153,2025-11-25,C100612,P1001,SKU2030,1,Web,Express,4,Delivered,0.183,942.1,172.4,769.7,712.34
O510154,2025-03-20,C100680,P1009,SKU2022,4,B2B,Standard,1,Delivered,0.031,3711.12,115.04,3596.08,2904.04
O510155,2024-02-25,C100685,P1023,SKU2018,4,Mobile,Standard,3,Delivered,0.027,13529.68,365.3,13164.38,8032.4
O510156,2024-06-06,C100203,P1004,SKU2028,1,Web,Standard,7,In-Transit,0.233,2838.81,661.44,2177.37,1091.5
O510157,2024-09-19,C100475,P1017,SKU2102,3,Mobile,Standard,5,Cancelled,0.121,6127.77,741.46,5386.31,2503.17
O510158,2024-01-10,C100788,P1009,SKU2055,3,Web,Standard,2,Delivered,0.248,11941.32,2961.45,8979.87,996.63
O510159,2024-01-07,C100693,P1013,SKU2045,1,Marketplace,Standard,1,Delivered,0.081,3799.59,307.77,3491.82,1972.57
O510160,2025-11-07,C100084,P1021,SKU2022,2,Marketplace,Standard,2,Delivered,0.155,1855.56,287.61,1567.95,1452.02
O510161,2025-12-18,C100089,P1020,SKU2022,5,Marketplace,Standard,5,Delivered,0.143,4638.9,663.36,3975.54,3630.05
O510162,2025-01-26,C100160,P1020,SKU2066,2,Mobile,Standard,3,In-Transit,0.017,5837.94,99.24,5738.7,4691.56
O510163,2025-10-21,C100593,P1010,SKU2090,4,B2B,Standard,3,In-Transit,0.13,4722.68,613.95,4108.73,2682.4
O510164,2025-04-23,C100315,P1001,SKU2066,4,Web,Standard,5,Delivered,0.231,11675.88,2697.13,8978.75,9383.12
O510165,2024-01-21,C100502,P1024,SKU2078,1,Mobile,Standard,3,Delivered,0.113,2231.1,252.11,1978.99,1231.82
O510166,2025-06-06,C100111,P1024,SKU2031,5,Mobile,Standard,3,Delivered,0.118,17920.6,2114.63,15805.97,11198.35
O510167,2024-01-14,C100047,P1021,SKU2113,5,Mobile,Standard,1,Delivered,0.175,7585.0,1327.38,6257.62,5004.9
O510168,2025-08-19,C100616,P1011,SKU2098,4,Web,Standard,5,Cancelled,0.195,14907.32,2906.93,12000.39,9508.56
O510169,2024-09-25,C100233,P1007,SKU2105,1,Web,Standard,3,Delivered,0.207,3336.36,690.63,2645.73,777.33
O510170,2024-04-13,C100034,P1004,SKU2080,5,Marketplace,Express,7,Delivered,0.113,13919.35,1572.89,12346.46,1325.05
O510171,2024-07-07,C100172,P1009,SKU2083,1,Mobile,Standard,2,Delivered,0.111,3191.47,354.25,2837.22,2371.36
O510172,2025-05-14,C100258,P1008,SKU2008,3,B2B,Standard,2,Delivered,0.118,6731.88,794.36,5937.52,6077.04
O510173,2025-09-11,C100324,P1006,SKU2019,3,Mobile,Express,1,Delivered,0.242,10460.07,2531.34,7928.73,4577.73
O510174,2025-02-21,C100717,P1023,SKU2015,4,Web,Express,4,Delivered,0.232,10827.96,2512.09,8315.87,6631.04
