shipment_id,order_id,partner_id,pickup_date,delivery_date,promised_delivery_date,sla_breached,shipment_status
S708834,O509606,P1020,2025-03-30,2025-04-06,2025-04-04,True,Delivered
S708835,O509607,P1012,2025-10-26,2025-10-29,2025-10-30,False,In-Transit
S708836,O509608,P1011,2024-10-20,2024-10-27,2024-10-19,True,In-Transit
S708837,O509609,P1016,2025-04-17,2025-04-24,2025-04-18,True,Delivered
S708838,O509610,P1020,2024-06-03,2024-06-06,2024-06-09,False,Delivered
S708839,O509611,P1016,2024-11-29,2024-12-03,2024-12-06,False,Delivered
S708840,O509612,P1011,2025-07-03,2025-07-06,2025-07-07,False,Delivered-Returned
S708841,O509613,P1022,2025-04-29,2025-05-05,2025-04-29,True,Delivered
S708842,O509614,P1022,2024-03-25,2024-03-27,2024-03-27,False,Delivered
S708843,O509615,P1024,2025-10-05,2025-10-09,2025-10-07,True,Delivered
S708844,O509616,P1002,2025-11-08,2025-11-13,2025-11-10,True,Delivered
S708845,O509617,P1022,2024-12-15,2024-12-21,2024-12-16,True,Delivered
S708846,O509618,P1004,2024-09-08,2024-09-16,2024-09-10,True,Delivered
S708847,O509619,P1015,2025-01-23,2025-01-30,2025-01-27,True,In-Transit
S708848,O509620,P1016,2025-08-08,2025-08-12,2025-08-12,False,Delivered
S708849,O509622,P1000,2024-01-23,2024-01-29,2024-01-28,True,Cancelled
S708850,O509623,P1023,2024-02-24,2024-02-27,2024-02-26,True,Delivered
S708851,O509624,P1022,2025-08-16,2025-08-21,2025-08-21,False,Delivered
S708852,O509625,P1004,2025-07-30,2025-08-03,2025-07-31,True,In-Transit
S708853,O509626,P1015,2025-07-19,2025-07-24,2025-07-21,True,Delivered
S708854,O509627,P1003,2024-04-02,2024-04-06,2024-04-03,True,Cancelled
S708855,O509628,P1014,2024-05-04,2024-05-09,2024-05-11,False,Delivered
S708856,O509630,P1018,2024-06-19,2024-06-25,2024-06-19,True,Delivered
S708857,O509631,P1014,2024-10-10,2024-10-16,2024-10-14,True,Delivered
S708858,O509632,P1012,2025-02-13,2025-02-16,2025-02-19,False,Delivered
S708859,O509633,P1017,2024-07-25,2024-07-30,2024-07-28,True,Delivered-Returned
S708860,O509634,P1011,2024-03-31,2024-04-03,2024-04-03,False,Delivered
S708861,O509635,P1000,2024-10-23,2024-10-24,2024-10-28,False,Delivered
S708862,O509636,P1014,2025-06-12,2025-06-19,2025-06-15,True,Delivered
S708863,O509637,P1019,2025-03-29,2025-04-04,2025-03-29,True,Delivered
S708864,O509638,P1012,2024-08-22,2024-08-24,2024-08-24,False,Delivered
S708865,O509639,P1004,2024-08-17,2024-08-21,2024-08-16,True,In-Transit
S708866,O509640,P1000,2025-03-03,2025-03-09,2025-03-06,True,Delivered
S708867,O509641,P1007,2024-05-07,2024-05-17,2024-05-10,True,Delivered
S708868,O509642,P1019,2025-09-03,2025-09-04,2025-09-05,False,Delivered
S708869,O509643,P1008,2025-09-27,2025-09-29,2025-09-30,False,Delivered
S708870,O509644,P1023,2024-01-21,2024-01-23,2024-01-23,False,Delivered
S708871,O509645,P1008,2025-12-12,2025-12-19,2025-12-15,True,Delivered
S708872,O509646,P1010,2024-01-18,2024-01-24,2024-01-21,True,Delivered-Returned
S708873,O509647,P1019,2024-12-02,2024-12-04,2024-12-04,False,In-Transit
S708874,O509648,P1015,2025-05-03,2025-05-07,2025-05-09,False,Delivered
S708875,O509649,P1001,2024-08-28,2024-09-01,2024-08-30,True,Delivered
S708876,O509650,P1001,2024-05-30,2024-06-05,2024-05-29,True,Delivered
S708877,O509651,P1004,2024-02-06,2024-02-15,2024-02-07,True,Delivered-Returned
S708878,O509652,P1021,2025-06-15,2025-06-22,2025-06-19,True,Delivered
S708879,O509653,P1000,2024-01-29,2024-02-05,2024-01-28,True,Delivered
S708880,O509654,P1001,2024-12-21,2024-12-26,2024-12-21,True,Delivered
S708881,O509655,P1019,2024-10-15,2024-10-20,2024-10-17,True,Delivered
S708882,O509656,P1015,2025-12-09,2025-12-13,2025-12-11,True,Delivered
S708883,O509657,P1024,2025-11-12,2025-11-14,2025-11-18,False,Delivered
S708884,O509658,P1005,2025-08-20,2025-08-24,2025-08-23,True,Delivered
S708885,O509659,P1016,2025-06-20,2025-06-24,2025-06-23,True,Delivered
S708886,O509660,P1003,2025-02-01,2025-02-04,2025-02-03,True,Delivered
S708887,O509661,P1014,2024-09-12,2024-09-16,2024-09-16,False,Cancelled
S708888,O509662,P1002,2024-05-02,2024-05-06,2024-05-05,True,Delivered
S708889,O509663,P1022,2025-12-10,2025-12-19,2025-12-10,True,Delivered
S708890,O509664,P1010,2024-10-09,2024-10-15,2024-10-09,True,Delivered
S708891,O509665,P1006,2024-11-11,2024-11-14,2024-11-12,True,Delivered
S708892,O509666,P1024,2024-04-13,2024-04-16,2024-04-14,True,Delivered
S708893,O509667,P1001,2024-07-21,2024-07-25,2024-07-26,False,In-Transit
S708894,O509668,P1019,2025-04-09,2025-04-14,2025-04-13,True,Delivered
S708895,O509669,P1012,2024-11-07,2024-11-10,2024-11-10,False,Delivered
S708896,O509670,P1017,2025-03-05,2025-03-08,2025-03-06,True,Delivered-Returned
S708897,O509671,P1006,2024-06-03,2024-06-11,2024-06-05,True,Delivered
S708898,O509672,P1022,2024-03-01,2024-03-08,2024-03-03,True,Delivered
S708899,O509673,P1011,2025-10-11,2025-10-16,2025-10-12,True,Delivered-Returned
S708900,O509674,P1010,2024-11-12,2024-11-18,2024-11-18,False,In-Transit
S708901,O509675,P1011,2024-09-23,2024-09-25,2024-09-28,False,Delivered
S708902,O509676,P1007,2024-07-30,2024-08-07,2024-08-04,True,Delivered
S708903,O509677,P1007,2025-04-25,2025-05-01,2025-04-29,True,Delivered
S708904,O509678,P1003,2025-02-17,2025-02-22,2025-02-20,True,Delivered
S708905,O509679,P1012,2024-10-12,2024-10-15,2024-10-16,False,Delivered
S708906,O509680,P1011,2025-11-12,2025-11-15,2025-11-14,True,Delivered
S708907,O509681,P1009,2025-10-22,2025-10-24,2025-10-25,False,In-Transit
S708908,O509683,P1002,2025-04-14,2025-04-18,2025-04-18,False,In-Transit
S708909,O509684,P1022,2025-12-10,2025-12-15,2025-12-11,True,Delivered
S708910,O509685,P1021,2024-12-23,2024-12-26,2024-12-24,True,Delivered
S708911,O509686,P1000,2024-01-23,2024-01-30,2024-01-28,True,Delivered
S708912,O509687,P1017,2024-04-06,2024-04-13,2024-04-08,True,Delivered
S708913,O509688,P1005,2025-05-03,2025-05-06,2025-05-06,False,Delivered
S708914,O509689,P1001,2025-10-23,2025-10-30,2025-10-26,True,Delivered
S708915,O509690,P1021,2024-04-04,2024-04-06,2024-04-08,False,Delivered
S708916,O509691,P1002,2025-02-05,2025-02-07,2025-02-10,False,Delivered
S708917,O509692,P1007,2024-12-29,2025-01-04,2025-01-05,False,Delivered
S708918,O509693,P1002,2024-07-27,2024-07-30,2024-07-29,True,Delivered
S708919,O509694,P1003,2025-04-08,2025-04-14,2025-04-09,True,In-Transit
S708920,O509695,P1001,2025-10-05,2025-10-10,2025-10-05,True,Delivered
S708921,O509696,P1021,2024-06-24,2024-06-26,2024-06-26,False,Delivered
S708922,O509698,P1018,2024-09-20,2024-09-24,2024-09-26,False,Delivered
S708923,O509699,P1003,2024-08-19,2024-08-22,2024-08-24,False,Delivered
S708924,O509700,P1022,2025-06-17,2025-06-21,2025-06-19,True,Delivered
S708925,O509701,P1021,2025-01-27,2025-01-31,2025-01-30,True,Delivered
S708926,O509702,P1015,2024-01-15,2024-01-22,2024-01-17,True,Delivered
S708927,O509703,P1020,2024-09-06,2024-09-09,2024-09-08,True,Delivered
S708928,O509704,P1007,2025-06-22,2025-06-25,2025-06-23,True,Delivered
S708929,O509705,P1019,2024-12-14,2024-12-18,2024-12-17,True,Delivered
S708930,O509706,P1005,2025-02-15,2025-02-20,2025-02-17,True,Delivered
S708931,O509707,P1015,2024-07-14,2024-07-20,2024-07-13,True,Delivered
S708932,O509708,P1022,2024-08-21,2024-08-28,2024-08-28,False,Delivered
S708933,O509709,P1018,2024-04-06,2024-04-13,2024-04-08,True,Delivered
S708934,O509710,P1006,2024-03-02,2024-03-10,2024-03-03,True,Cancelled
S708935,O509711,P1018,2024-01-29,2024-01-31,2024-01-31,False,Delivered
S708936,O509712,P1022,2025-04-01,2025-04-04,2025-04-04,False,Delivered-Returned
S708937,O509713,P1022,2024-04-25,2024-04-28,2024-04-30,False,Delivered
S708938,O509714,P1018,2025-02-25,2025-02-28,2025-03-02,False,Delivered
S708939,O509715,P1018,2025-11-28,2025-12-05,2025-11-30,True,Delivered
S708940,O509716,P1019,2025-05-25,2025-05-27,2025-05-27,False,Delivered
S708941,O509717,P1018,2025-02-25,2025-02-26,2025-02-26,False,Delivered
S708942,O509718,P1003,2024-03-28,2024-04-05,2024-04-02,True,Delivered
S708943,O509719,P1020,2024-12-24,2024-12-25,2024-12-24,True,Delivered
S708944,O509720,P1004,2025-10-13,2025-10-18,2025-10-18,False,Delivered
S708945,O509721,P1013,2024-10-08,2024-10-11,2024-10-12,False,Delivered
S708946,O509722,P1008,2025-08-26,2025-08-28,2025-08-31,False,Delivered
S708947,O509723,P1005,2025-06-03,2025-06-06,2025-06-05,True,Delivered
S708948,O509724,P1007,2024-07-15,2024-07-18,2024-07-17,True,Delivered
S708949,O509725,P1002,2024-04-15,2024-04-23,2024-04-17,True,Delivered
S708950,O509726,P1010,2024-01-15,2024-01-22,2024-01-15,True,In-Transit
S708951,O509727,P1010,2024-07-20,2024-07-22,2024-07-22,False,Delivered
S708952,O509728,P1010,2024-09-02,2024-09-10,2024-09-05,True,Delivered
S708953,O509729,P1002,2025-04-25,2025-05-03,2025-04-27,True,Delivered
S708954,O509730,P1015,2025-02-22,2025-02-27,2025-03-01,False,Delivered
S708955,O509731,P1004,2024-12-16,2024-12-20,2024-12-19,True,Delivered
S708956,O509732,P1021,2025-06-12,2025-06-19,2025-06-15,True,Delivered
S708957,O509733,P1000,2025-07-16,2025-07-18,2025-07-19,False,Delivered
S708958,O509734,P1001,2025-06-05,2025-06-06,2025-06-06,False,In-Transit
S708959,O509735,P1007,2025-10-17,2025-10-24,2025-10-22,True,In-Transit
S708960,O509736,P1010,2024-09-21,2024-09-30,2024-09-21,True,Delivered
S708961,O509737,P1024,2025-08-24,2025-08-31,2025-08-28,True,Cancelled
S708962,O509738,P1013,2024-11-03,2024-11-11,2024-11-05,True,Delivered
S708963,O509739,P1009,2024-05-14,2024-05-21,2024-05-17,True,Delivered
S708964,O509740,P1020,2024-04-16,2024-04-18,2024-04-19,False,Delivered-Returned
S708965,O509741,P1006,2024-03-08,2024-03-10,2024-03-10,False,Cancelled
S708966,O509742,P1022,2025-11-30,2025-12-04,2025-12-06,False,Delivered
S708967,O509744,P1007,2025-09-04,2025-09-13,2025-09-05,True,Delivered
S708968,O509745,P1007,2025-07-26,2025-07-29,2025-07-30,False,Delivered
S708969,O509747,P1016,2025-11-01,2025-11-06,2025-11-06,False,Delivered
S708970,O509748,P1014,2025-10-26,2025-10-29,2025-10-27,True,Delivered
S708971,O509749,P1015,2025-11-07,2025-11-10,2025-11-11,False,Delivered
S708972,O509750,P1016,2024-12-29,2024-12-31,2024-12-30,True,Delivered
S708973,O509751,P1000,2024-08-05,2024-08-08,2024-08-06,True,Delivered
S708974,O509752,P1021,2024-02-04,2024-02-08,2024-02-06,True,Delivered
S708975,O509753,P1012,2025-09-08,2025-09-13,2025-09-09,True,Delivered
S708976,O509755,P1000,2025-01-28,2025-01-30,2025-01-29,True,Delivered
S708977,O509756,P1019,2024-02-22,2024-02-29,2024-02-23,True,Delivered
S708978,O509757,P1016,2025-08-24,2025-08-30,2025-08-28,True,Delivered
S708979,O509758,P1009,2024-08-07,2024-08-11,2024-08-09,True,Delivered
S708980,O509759,P1023,2025-02-06,2025-02-08,2025-02-07,True,Delivered
S708981,O509760,P1016,2025-04-28,2025-05-04,2025-04-30,True,Delivered
S708982,O509761,P1022,2024-04-18,2024-04-24,2024-04-19,True,Delivered
S708983,O509762,P1020,2024-02-17,2024-02-24,2024-02-17,True,Delivered
S708984,O509764,P1024,2025-12-04,2025-12-06,2025-12-06,False,Delivered
S708985,O509765,P1018,2025-12-02,2025-12-08,2025-12-01,True,Delivered
S708986,O509766,P1004,2024-11-10,2024-11-16,2024-11-11,True,Delivered
S708987,O509767,P1019,2024-11-09,2024-11-13,2024-11-10,True,Delivered
S708988,O509768,P1010,2024-10-24,2024-11-01,2024-10-29,True,Delivered
S708989,O509769,P1021,2024-09-15,2024-09-22,2024-09-16,True,Delivered
S708990,O509770,P1004,2025-02-01,2025-02-09,2025-02-03,True,Delivered
S708991,O509771,P1006,2024-09-19,2024-09-22,2024-09-21,True,Delivered
S708992,O509772,P1008,2025-03-26,2025-04-01,2025-03-29,True,In-Transit
S708993,O509773,P1011,2024-10-04,2024-10-09,2024-10-11,False,Delivered
S708994,O509774,P1015,2025-04-05,2025-04-12,2025-04-06,True,Delivered
S708995,O509775,P1005,2025-11-21,2025-11-28,2025-11-23,True,Delivered
S708996,O509776,P1017,2024-05-30,2024-06-04,2024-06-06,False,Delivered
S708997,O509777,P1000,2024-02-15,2024-02-18,2024-02-22,False,Delivered
S708998,O509778,P1008,2025-01-20,2025-01-24,2025-01-20,True,Delivered
S708999,O509779,P1016,2024-03-29,2024-04-04,2024-03-31,True,Delivered
S709000,O509781,P1010,2025-08-01,2025-08-07,2025-08-03,True,Delivered
S709001,O509782,P1015,2024-11-01,2024-11-08,2024-11-06,True,Delivered
S709002,O509783,P1006,2025-02-05,2025-02-07,2025-02-08,False,Delivered
S709003,O509784,P1024,2025-07-23,2025-07-26,2025-07-26,False,In-Transit
S709004,O509785,P1021,2024-04-04,2024-04-10,2024-04-07,True,Delivered
S709005,O509786,P1024,2024-12-17,2024-12-19,2024-12-20,False,Delivered
S709006,O509787,P1012,2024-01-28,2024-02-04,2024-01-29,True,In-Transit
S709007,O509788,P1008,2024-12-31,2025-01-06,2025-01-06,False,In-Transit
S709008,O509789,P1024,2024-06-14,2024-06-21,2024-06-15,True,Delivered
S709009,O509790,P1018,2025-10-29,2025-11-02,2025-10-29,True,Delivered
S709010,O509792,P1004,2024-05-26,2024-06-01,2024-05-28,True,In-Transit
S709011,O509793,P1021,2024-01-13,2024-01-19,2024-01-13,True,Delivered
S709012,O509794,P1013,2024-04-08,2024-04-13,2024-04-11,True,Delivered
S709013,O509795,P1019,2024-06-07,2024-06-10,2024-06-11,False,Delivered
S709014,O509796,P1020,2024-06-15,2024-06-16,2024-06-19,False,Delivered
S709015,O509797,P1002,2025-06-24,2025-06-28,2025-06-25,True,Delivered
S709016,O509798,P1002,2025-10-11,2025-10-15,2025-10-12,True,Delivered
S709017,O509799,P1001,2025-09-19,2025-09-22,2025-09-20,True,Delivered
S709018,O509800,P1016,2025-12-01,2025-12-07,2025-12-04,True,Delivered
S709019,O509801,P1022,2025-10-18,2025-10-24,2025-10-19,True,Delivered
S709020,O509802,P1000,2024-11-28,2024-12-05,2024-12-03,True,Delivered
S709021,O509803,P1003,2024-10-14,2024-10-21,2024-10-19,True,Delivered
S709022,O509804,P1012,2025-04-21,2025-04-25,2025-04-24,True,In-Transit
S709023,O509805,P1009,2024-08-21,2024-08-27,2024-08-24,True,In-Transit
S709024,O509806,P1002,2025-03-18,2025-03-25,2025-03-20,True,In-Transit
S709025,O509807,P1015,2026-01-01,2026-01-05,2026-01-03,True,Delivered
S709026,O509808,P1022,2024-05-25,2024-05-29,2024-05-28,True,Delivered
S709027,O509809,P1005,2025-07-17,2025-07-21,2025-07-21,False,Delivered
S709028,O509810,P1000,2025-11-15,2025-11-21,2025-11-19,True,In-Transit
S709029,O509811,P1005,2025-01-29,2025-02-06,2025-01-30,True,Delivered-Returned
S709030,O509812,P1004,2024-09-18,2024-09-24,2024-09-19,True,Delivered
S709031,O509814,P1002,2024-05-04,2024-05-07,2024-05-03,True,Delivered
S709032,O509815,P1009,2024-08-23,2024-08-26,2024-08-26,False,Delivered
S709033,O509816,P1002,2025-06-29,2025-07-04,2025-07-03,True,Delivered
S709034,O509817,P1016,2025-01-11,2025-01-18,2025-01-15,True,Delivered
S709035,O509818,P1011,2024-06-10,2024-06-13,2024-06-12,True,Delivered
S709036,O509819,P1001,2025-02-02,2025-02-05,2025-02-05,False,Delivered
S709037,O509820,P1001,2025-08-14,2025-08-17,2025-08-17,False,Delivered
S709038,O509821,P1012,2024-01-10,2024-01-12,2024-01-13,False,Delivered
S709039,O509822,P1014,2024-01-18,2024-01-22,2024-01-20,True,Delivered
S709040,O509823,P1004,2025-12-03,2025-12-05,2025-12-05,False,Delivered
S709041,O509824,P1008,2025-07-02,2025-07-10,2025-07-05,True,Delivered
S709042,O509826,P1011,2025-10-24,2025-10-26,2025-10-29,False,In-Transit
S709043,O509827,P1002,2025-03-07,2025-03-12,2025-03-13,False,Delivered
S709044,O509828,P1009,2025-01-17,2025-01-23,2025-01-18,True,Cancelled
S709045,O509829,P1004,2024-06-05,2024-06-09,2024-06-04,True,Delivered
S709046,O509830,P1023,2025-08-16,2025-08-19,2025-08-17,True,Delivered
S709047,O509831,P1020,2025-07-13,2025-07-20,2025-07-18,True,Delivered
S709048,O509832,P1007,2024-08-05,2024-08-13,2024-08-06,True,Delivered
S709049,O509833,P1005,2025-06-24,2025-06-27,2025-06-27,False,Delivered
S709050,O509835,P1018,2024-03-11,2024-03-17,2024-03-15,True,Cancelled
S709051,O509836,P1022,2024-04-29,2024-05-01,2024-05-02,False,Delivered
S709052,O509838,P1015,2025-04-02,2025-04-05,2025-04-01,True,Delivered
S709053,O509839,P1005,2025-04-28,2025-05-01,2025-04-30,True,Delivered
S709054,O509841,P1007,2025-09-02,2025-09-06,2025-09-06,False,Delivered
S709055,O509842,P1002,2024-11-21,2024-11-24,2024-11-26,False,Delivered-Returned
S709056,O509843,P1022,2024-05-31,2024-06-05,2024-06-02,True,Delivered
S709057,O509844,P1023,2024-03-25,2024-03-29,2024-03-29,False,Delivered
S709058,O509845,P1009,2025-10-05,2025-10-09,2025-10-06,True,Delivered
S709059,O509846,P1022,2025-06-01,2025-06-05,2025-06-05,False,In-Transit
S709060,O509848,P1006,2024-06-01,2024-06-03,2024-06-05,False,In-Transit
S709061,O509849,P1013,2024-03-13,2024-03-15,2024-03-14,True,In-Transit
S709062,O509850,P1015,2024-04-23,2024-04-26,2024-04-24,True,Delivered
S709063,O509851,P1009,2024-03-18,2024-03-20,2024-03-25,False,Delivered
S709064,O509852,P1019,2025-01-22,2025-01-25,2025-01-23,True,Delivered
S709065,O509853,P1019,2024-05-24,2024-05-28,2024-05-31,False,Delivered
S709066,O509854,P1003,2024-04-03,2024-04-09,2024-04-08,True,In-Transit
S709067,O509855,P1024,2024-07-25,2024-07-29,2024-07-28,True,Delivered
S709068,O509856,P1003,2025-05-27,2025-06-01,2025-05-31,True,Delivered
S709069,O509857,P1013,2024-12-28,2025-01-04,2025-01-02,True,Delivered
S709070,O509858,P1010,2024-04-23,2024-04-26,2024-04-29,False,Delivered
S709071,O509860,P1003,2024-12-25,2024-12-28,2024-12-27,True,Delivered-Returned
S709072,O509861,P1008,2024-05-16,2024-05-20,2024-05-19,True,Delivered
S709073,O509862,P1000,2025-05-21,2025-05-27,2025-05-23,True,Delivered
S709074,O509863,P1024,2025-12-28,2025-12-31,2025-12-28,True,Delivered
S709075,O509864,P1003,2025-01-29,2025-02-02,2025-02-02,False,Delivered
S709076,O509865,P1012,2024-04-30,2024-05-08,2024-04-29,True,Delivered
S709077,O509866,P1005,2024-08-15,2024-08-21,2024-08-21,False,Delivered
S709078,O509867,P1004,2025-03-16,2025-03-20,2025-03-17,True,Delivered
S709079,O509868,P1009,2026-01-01,2026-01-05,2026-01-04,True,In-Transit
S709080,O509869,P1024,2025-11-10,2025-11-14,2025-11-17,False,Delivered
S709081,O509870,P1011,2025-11-13,2025-11-15,2025-11-16,False,Delivered
S709082,O509871,P1024,2025-09-01,2025-09-08,2025-09-01,True,Delivered
S709083,O509872,P1020,2025-02-24,2025-03-02,2025-02-27,True,Delivered
S709084,O509873,P1010,2025-04-19,2025-04-21,2025-04-25,False,Delivered-Returned
S709085,O509874,P1022,2025-06-20,2025-06-25,2025-06-27,False,Delivered
S709086,O509875,P1008,2025-06-09,2025-06-11,2025-06-11,False,Delivered
S709087,O509876,P1012,2025-04-11,2025-04-15,2025-04-15,False,Delivered
S709088,O509877,P1017,2024-04-08,2024-04-13,2024-04-11,True,Cancelled
S709089,O509878,P1014,2025-10-05,2025-10-07,2025-10-08,False,Delivered
S709090,O509879,P1020,2024-01-09,2024-01-15,2024-01-11,True,Delivered
S709091,O509880,P1004,2024-11-09,2024-11-12,2024-11-10,True,Delivered
S709092,O509881,P1012,2024-11-13,2024-11-18,2024-11-18,False,Delivered
S709093,O509882,P1016,2025-12-30,2026-01-04,2026-01-05,False,Delivered
S709094,O509883,P1008,2024-03-08,2024-03-14,2024-03-11,True,Delivered
S709095,O509884,P1021,2024-12-13,2024-12-15,2024-12-16,False,Delivered
S709096,O509885,P1007,2024-09-18,2024-09-20,2024-09-20,False,Delivered
S709097,O509886,P1007,2024-03-13,2024-03-16,2024-03-19,False,Delivered-Returned
S709098,O509887,P1008,2024-06-13,2024-06-21,2024-06-14,True,Delivered
S709099,O509888,P1016,2024-11-06,2024-11-16,2024-11-07,True,In-Transit
S709100,O509889,P1002,2025-11-01,2025-11-04,2025-11-01,True,Delivered
S709101,O509890,P1003,2024-10-10,2024-10-12,2024-10-12,False,Delivered
S709102,O509891,P1019,2025-10-05,2025-10-07,2025-10-08,False,Delivered
S709103,O509892,P1005,2025-06-21,2025-06-29,2025-06-21,True,Delivered
S709104,O509893,P1002,2025-08-23,2025-08-30,2025-08-25,True,Delivered
S709105,O509894,P1006,2025-09-17,2025-09-26,2025-09-19,True,Delivered
S709106,O509895,P1009,2025-06-06,2025-06-07,2025-06-08,False,Delivered
S709107,O509896,P1000,2025-06-20,2025-06-28,2025-06-25,True,Delivered
S709108,O509897,P1020,2024-04-22,2024-04-27,2024-04-25,True,In-Transit
S709109,O509898,P1002,2025-06-09,2025-06-17,2025-06-09,True,Delivered
S709110,O509899,P1010,2024-02-06,2024-02-08,2024-02-09,False,Delivered
S709111,O509900,P1005,2025-06-25,2025-07-02,2025-06-27,True,Delivered
S709112,O509901,P1007,2025-04-24,2025-04-29,2025-04-25,True,Delivered
S709113,O509903,P1023,2025-04-16,2025-04-18,2025-04-21,False,Delivered
S709114,O509905,P1003,2024-09-28,2024-09-30,2024-09-30,False,Delivered
S709115,O509906,P1004,2025-03-12,2025-03-16,2025-03-13,True,Delivered
S709116,O509907,P1022,2024-12-11,2024-12-15,2024-12-15,False,Delivered-Returned
S709117,O509910,P1003,2025-01-28,2025-01-29,2025-01-31,False,Delivered
S709118,O509911,P1010,2024-06-26,2024-07-02,2024-06-27,True,In-Transit
S709119,O509912,P1013,2025-04-11,2025-04-14,2025-04-16,False,Cancelled
S709120,O509913,P1015,2024-08-18,2024-08-24,2024-08-20,True,In-Transit
S709121,O509914,P1003,2024-07-16,2024-07-18,2024-07-19,False,Delivered
S709122,O509915,P1009,2024-11-03,2024-11-05,2024-11-03,True,Delivered
S709123,O509916,P1006,2024-03-18,2024-03-20,2024-03-19,True,Delivered
S709124,O509917,P1013,2025-03-16,2025-03-23,2025-03-23,False,Cancelled
S709125,O509918,P1008,2025-06-20,2025-06-23,2025-06-25,False,Delivered
S709126,O509919,P1005,2025-12-01,2025-12-13,2025-12-02,True,Delivered
S709127,O509920,P1020,2024-07-27,2024-07-31,2024-07-31,False,Delivered
S709128,O509921,P1014,2025-01-28,2025-02-04,2025-01-29,True,Delivered
S709129,O509922,P1011,2025-01-03,2025-01-10,2025-01-04,True,Delivered
S709130,O509923,P1003,2025-06-20,2025-06-23,2025-06-21,True,Delivered-Returned
S709131,O509924,P1001,2025-04-03,2025-04-08,2025-04-08,False,Delivered
S709132,O509925,P1019,2025-08-12,2025-08-17,2025-08-16,True,Cancelled
S709133,O509926,P1024,2025-09-13,2025-09-17,2025-09-15,True,Delivered
S709134,O509927,P1014,2024-03-24,2024-03-27,2024-03-27,False,Cancelled
S709135,O509928,P1000,2024-09-16,2024-09-19,2024-09-23,False,In-Transit
S709136,O509929,P1012,2025-04-23,2025-04-27,2025-04-26,True,Cancelled
S709137,O509930,P1007,2025-02-03,2025-02-07,2025-02-04,True,Delivered-Returned
S709138,O509931,P1001,2024-12-19,2024-12-25,2024-12-25,False,Cancelled
S709139,O509932,P1003,2024-05-06,2024-05-11,2024-05-13,False,Delivered
S709140,O509933,P1012,2025-02-23,2025-03-02,2025-02-25,True,Delivered
S709141,O509934,P1010,2025-06-26,2025-06-28,2025-06-30,False,Delivered
S709142,O509935,P1014,2024-01-30,2024-02-05,2024-02-01,True,Delivered
S709143,O509936,P1017,2025-03-08,2025-03-10,2025-03-10,False,Delivered
S709144,O509937,P1006,2025-10-25,2025-10-30,2025-10-27,True,Delivered
S709145,O509938,P1007,2025-02-25,2025-03-01,2025-02-28,True,Delivered
S709146,O509939,P1016,2025-11-27,2025-12-05,2025-12-02,True,Delivered
S709147,O509940,P1004,2024-09-16,2024-09-21,2024-09-21,False,Delivered
S709148,O509941,P1001,2024-01-03,2024-01-06,2024-01-08,False,In-Transit
S709149,O509942,P1021,2025-05-13,2025-05-21,2025-05-18,True,Delivered
S709150,O509943,P1005,2024-06-04,2024-06-11,2024-06-09,True,Delivered
S709151,O509944,P1003,2024-01-10,2024-01-16,2024-01-09,True,In-Transit
S709152,O509945,P1018,2024-05-12,2024-05-15,2024-05-15,False,Delivered-Returned
S709153,O509946,P1013,2025-11-13,2025-11-19,2025-11-14,True,Delivered
S709154,O509947,P1003,2025-07-25,2025-07-29,2025-07-28,True,Delivered-Returned
S709155,O509948,P1021,2024-07-20,2024-07-23,2024-07-23,False,Cancelled
S709156,O509949,P1006,2025-03-14,2025-03-21,2025-03-18,True,Delivered
S709157,O509951,P1016,2024-05-11,2024-05-18,2024-05-11,True,Delivered
S709158,O509952,P1020,2025-12-25,2025-12-28,2025-12-30,False,Delivered
S709159,O509953,P1018,2025-08-19,2025-08-25,2025-08-22,True,Delivered
S709160,O509954,P1017,2024-09-23,2024-10-01,2024-09-26,True,Delivered
S709161,O509955,P1001,2024-09-15,2024-09-21,2024-09-19,True,Delivered
S709162,O509956,P1023,2025-08-20,2025-08-26,2025-08-21,True,Delivered
S709163,O509958,P1006,2024-10-03,2024-10-09,2024-10-04,True,Delivered
S709164,O509959,P1011,2024-10-10,2024-10-15,2024-10-13,True,Delivered
S709165,O509960,P1007,2024-11-23,2024-11-27,2024-11-25,True,Delivered
S709166,O509961,P1014,2025-01-16,2025-01-19,2025-01-18,True,Delivered
S709167,O509962,P1001,2024-02-01,2024-02-05,2024-02-04,True,Cancelled
S709168,O509963,P1011,2024-12-17,2024-12-23,2024-12-19,True,Delivered
S709169,O509964,P1008,2024-11-18,2024-11-22,2024-11-21,True,Delivered
S709170,O509965,P1016,2024-07-19,2024-07-23,2024-07-21,True,Delivered
S709171,O509966,P1012,2024-09-16,2024-09-20,2024-09-19,True,Delivered
S709172,O509967,P1018,2024-11-06,2024-11-10,2024-11-11,False,Delivered
S709173,O509968,P1004,2024-09-26,2024-10-01,2024-09-29,True,In-Transit
S709174,O509969,P1023,2025-10-26,2025-10-31,2025-10-29,True,Delivered
S709175,O509970,P1009,2025-01-22,2025-01-27,2025-01-25,True,Delivered
S709176,O509971,P1008,2025-01-03,2025-01-06,2025-01-09,False,In-Transit
S709177,O509972,P1013,2024-07-13,2024-07-19,2024-07-13,True,Delivered
S709178,O509974,P1020,2024-01-17,2024-01-19,2024-01-21,False,In-Transit
